"93-year-old man finally gets his high school diploma",http://www.pennlive.com/midstate/index.ssf/2015/08/93-year-old_man_finally_gets_h.html
"REFUGEES WELCOME. Banners draped across Germany's football stadiums this weekend. (twitter.com)",https://twitter.com/JFXM/status/637899713170264064
"A school-bus driver, she delivers water in her big yellow tanker to more than 250 families daily across 75 miles of unpaved road",http://www.takepart.com/video/2015/08/25/dig-deep-vid?cmpid=tp-rss
